image_id,captions
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2666179615_f05a9d8331.jpg,A young girl with a white and blue ribbon stands and looks at a person in a park .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/535830521_aa971319fc.jpg,A man in a turban is walking .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2813992915_f732cf8539.jpg,A man doing a jumping trick on a bicycle in a competition .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3595643050_d312e4b652.jpg,A light brown dog is standing on its hind legs with his legs in a house .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2774554310_007e980a90.jpg,A girl in a pink bathing suit rides a bike down the street .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2194286203_5dc620006a.jpg,A little boy is playing in a mud puddle .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/280706862_14c30d734a.jpg,A black dog running through the snow .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3135504530_0f4130d8f8.jpg,A young boy holds a green toy .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3119076670_64b5340530.jpg,A snowboarder is in the air doing a trick on a black rail .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2378149488_648e5deeac.jpg,The black greyhound is wearing a red jacket is in a parade .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3016606751_0e8be20abd.jpg,A hiker is standing on a mountain near a mountain
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2757803246_8aa3499d26.jpg,"Two young , blonde girls are playing soccer ."
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2206960564_325ed0c7ae.jpg,A white dog has a green toy in its mouth .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1446053356_a924b4893f.jpg,A soccer player in white is kicking the ball while other boys are falling and run towards him .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/493109089_468e105233.jpg,A boy in a white and blue outfit stands on a swing in the sand .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3503623999_bbd5dcfb18.jpg,The young girl is wearing a red coat and holding a red and red flag .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3042380610_c5ea61eef8.jpg,A white woman with a white headband and red Mohawk is playing in front of a red wall .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2308978137_bfe776d541.jpg,An group of people walk in the grass with a mountain behind them .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/488408004_a1e26d4886.jpg,A man and a woman are smiling at the camera .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2981702521_2459f2c1c4.jpg,"Three girls in blue , red , red and white , at the top of a blue bus together ."
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2295750198_6d152d7ceb.jpg,A child runs through the grass with a ball and jumps .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/370614351_98b8a166b9.jpg,A man in a white hat is taking a photo of a man in a hat who is carrying a sign .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2192131110_8a40e7c028.jpg,A person wearing a white helmet is jumping rope with a rope in a grassy area .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2505988632_9541f15583.jpg,A smiling girl runs on a swing .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1386964743_9e80d96b05.jpg,A little boy is running up a hill through a trees .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3729525173_7f984ed776.jpg,a couple standing on a platform near a building
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2482629385_f370b290d1.jpg,A black dog is in a field of grass carrying a bird in its mouth .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2333288869_8c01e4c859.jpg,People stand in the surf .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3422458549_f3f3878dbf.jpg,A woman with a blue shirt and a blue shirt hits a tennis ball with a tennis racket .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2926233397_71e617f3a3.jpg,a dog sticking his mouth open to his big stick .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/430173345_86388d8822.jpg,The German Shepherd dog is chasing after a ball .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1523984678_edd68464da.jpg,A brown and white dog runs in the grass with his tongue hanging out .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3295680663_af21ea648b.jpg,A dog with a brown and white toy in its mouth
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/424416723_19c56cb365.jpg,a dog jumps over a log in the woods .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2842865689_e37256d9ce.jpg,A person in a white boat is sitting over a rail .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3213992947_3f3f967a9f.jpg,Two people in front of a red fish .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3030566410_393c36a6c5.jpg,A little boy is jumping into a pond at the end of a pond and water .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3019842612_8501c1791e.jpg,A little boy is jumping into a ramp on a skateboard .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/476759700_8911f087f8.jpg,"A person break a break by a small , yellow ball on a city street ."
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2926595608_69b22be8d4.jpg,a little boy jumps into the air to catch an orange ball .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3502993968_4ee36afb0e.jpg,A man going over a small sign on a bicycle .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2077079696_03380d218b.jpg,A person standing on a rock .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3143155555_32b6d24f34.jpg,A baby girl in a white sweatshirt and blue jeans is smiling whilst smiling .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/229862312_1a0ba19dab.jpg,a dog playing with a ball in the dry grass .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3393926562_66cc01b001.jpg,A man in a red jacket is walking a small dog on a sidewalk .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/473220329_819a913bbb.jpg,A man walking two girls in rock .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3051384385_c5c850c1f8.jpg,A girl in a red and white striped shirt is looking at the camera in a park .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/510531976_90bbee22a2.jpg,A boy in a green shirt is climbing up a ramp that is attached to the street .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2788945468_74a9618cfa.jpg,A man is standing by a white building .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3569406219_f37ebf7b92.jpg,Two women stand on a sidewalk outside a hotel them and looking at them .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2553550034_5901aa9d6c.jpg,Man in a red helmet climbs a rock .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3259002340_707ce96858.jpg,Two black dogs are in a field .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2623930900_b9df917b82.jpg,A man is holding a Canon hand with a green and yellow guitar .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3259991972_fce3ab18b2.jpg,A man does a trick on a skateboard in a race .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2340206885_58754a799a.jpg,"Dog in snow , running in snow ."
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2577972703_a22c5f2a87.jpg,A Little boy holds a brightly colored stick on a red rope swing .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2706766641_a9df81969d.jpg,The boy is wearing a blue shirt .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3025549604_38b86198f5.jpg,Two kids are riding a small blue horse ride on a slightly of cars .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3361990489_92244a58ef.jpg,A little boy is standing in the woods between some trees .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/444057017_f1e0fcaef7.jpg,A girl in blue jeans and a long blue outfit is swinging on a rope swing .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1389264266_8170bc1c54.jpg,Two boys are walking past a blue wheelbarrow holding a sign .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2120411340_104eb610b1.jpg,The little white dog is walking through the snow .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2534502836_7a75305655.jpg,A dog runs through the grass with his tongue hanging out .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/353180303_6a24179c50.jpg,Three people are posing in a parade .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2183227136_8bb657846b.jpg,A person fishes on a big rock overlooking the ocean .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/757332692_6866ae545c.jpg,Two white dogs stand and bite a white and white kitty .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3201427741_3033f5b625.jpg,A brown dog has his eyes closed while playing in the green grass .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/624742559_ff467d8ebc.jpg,A young child walks along a playground in a park with his right ribbons .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/909808296_23c427022d.jpg,Three small dogs play in the grassy woods .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2708686056_1b8f356264.jpg,A little girl is playing in the surf along a beach or wave .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3251976937_20625dc2b8.jpg,A brown dog is running through the snow .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3225310099_d8e419ba56.jpg,a ship gets out whilst riding a yellow boat into the water .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3365783912_e12c3510d8.jpg,Three men are walking by a dog with a view of them .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3591458156_f1a9a33918.jpg,A horse is running through the woods with a brown horse .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1167669558_87a8a467d6.jpg,A man in a white shirt with a painted net .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/421322723_3470543368.jpg,A group of people in front of a red tent stand in the street .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/514990193_2d2422af2c.jpg,Three little orange and white dogs sit in the grass .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3578914491_36019ba703.jpg,Two dogs are running in a grassy field .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1408958345_68eea9a4e4.jpg,A little girl is standing under a kid in bright water .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3211556865_d1d9becf69.jpg,A person on a yellow surfboard is standing on a cliff in the water below .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3185409663_95f6b958d8.jpg,A little girl runs along a beach towards a beach or a small child on the beach .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/542179694_e170e9e465.jpg,A white dog is walking on dirt with a bright blue ball in its mouth .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/415793623_6c1225ae27.jpg,A man is climbing a cliff climbing a cliff below .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2189995738_352607a63b.jpg,A little girl in a red kayak is in the water .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3396157719_6807d52a81.jpg,A brown and white dog with brown spots is licking sand across a sand .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2521770311_3086ca90de.jpg,A dog holds a stick and a toddler that is surrounded by trees .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2759860913_f75b39d783.jpg,A man with a hiking backpack is standing on top of a mountain .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/138718600_f430ebca17.jpg,A person is riding his bike and running through a field .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2646046871_c3a5dbb971.jpg,There is a little girl in a pink kayak with a child nearby .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3125309108_1011486589.jpg,Cheerleaders are playing soccer .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1772859261_236c09b861.jpg,Someone with a red and white striped cap in red and red cap is in the water .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2890113532_ab2003d74e.jpg,The small brown dog is running in the grass .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/997722733_0cb5439472.jpg,A boy in a red shirt is climbing off a tree in a park .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/500446858_125702b296.jpg,A white dog is running through green grass with a green toy in its mouth .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2815256108_fc1302117d.jpg,A man in a blue and orange coat holds a sign that walks past the sign .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3375070563_3c290a7991.jpg,A white bird landing in the water .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/263854883_0f320c1562.jpg,A dog running through a field with his tongue hanging out .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2774430374_fee1d793e7.jpg,A child trying to catch a baseball .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3028969146_26929ae0e8.jpg,a white and a black dog running through a field of dry grass
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/468608014_09fd20eb9b.jpg,A dog holds his stick and looks back .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3498327617_d2e3db3ee3.jpg,A black dog is playing with a stick in the water .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2909955251_4b326a46a7.jpg,An asian person is wearing a red jacket and red swim cap is in a boat on the water .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3301811927_a2797339e5.jpg,A hockey player gets ready to the ball during a game .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/917574521_74fab68514.jpg,A toddler hold a small bat on top of a cow on a concrete bridge .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2884420269_225d27f242.jpg,A girl in a pink outfit jumps in a yard .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3715469645_6d1dc019b3.jpg,Two smiling women pose in a line of dry white .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2265096094_8cc34d669c.jpg,A man and a woman stand on a dirt road .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2120383553_5825333a3f.jpg,A boy plays in the grass at a park .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2918769188_565dd48060.jpg,A boy swimming in a blue lake wearing a swimming suit and goggles .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/384577800_fc325af410.jpg,A tan dog runs through the snow and carries a stick .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2575647360_f5de38c751.jpg,a man and woman are congregated on a wall with a green and yellow bag
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3074842262_62b1b2168c.jpg,A smiling little boy runs in the grass between two trees .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3214573346_d3a57f0328.jpg,Two white dogs are looking at each other in a dog patch looking at each other .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2861932486_52befd8592.jpg,A man in a striped shirt and a beard in a red shirt holding a large sign .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2731171552_4a808c7d5a.jpg,A woman stands in a pink and white sand dune .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2522297487_57edf117f7.jpg,The boy holds a small girl in his hand as he looks at the two boys .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2251747182_6b67a3ab8b.jpg,The basketball player has the ball and the ball team members has the ball .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3162045919_c2decbb69b.jpg,A person is diving over a big wave .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3694064560_467683205b.jpg,a man is sitting in a chair in front of a white building playing a guitar .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3281078518_630a7a7f4f.jpg,a big dog with a pink bandanna with some front of some mountains
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3564312955_716e86c48b.jpg,A little boy swimming in a swimming pool .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3592968286_b63c81bcd2.jpg,A group of children playing guitar and sing .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1392272228_cf104086e6.jpg,A black dog runs through the water .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3642220260_3aa8a52670.jpg,A dog is walking away from the water on the beach .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/494921598_af73bda568.jpg,A hockey player gets ready to the ball during a game .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3017521547_f5ef8848e3.jpg,Little kids are playing soccer in a field .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3072114570_e1c0127529.jpg,A woman is riding a bike on the street .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3613955682_3860e116cf.jpg,A soccer team is standing on fire with the ball while the ball is standing next to the opposing team is running towards him .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3217620013_8b17873273.jpg,The SMU basketball player drives to the basket .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3121521593_18f0ec14f7.jpg,Two young girls are holding hands and smile at the camera .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3155451946_c0862c70cb.jpg,The SMU basketball player drives to the basket .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1509786421_f03158adfc.jpg,A young boy is eating a snack whilst the person blows on her hand .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3477715432_79d82487bb.jpg,Four girls are sitting and sitting on a row of them that are a blue wall in front .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1674612291_7154c5ab61.jpg,A white dog leaps to catch a ball in a yard .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3255482333_5bcee79f7e.jpg,A skier splits his legs while he catches a mountain .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/53043785_c468d6f931.jpg,The boy is running through the water .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2112921744_92bf706805.jpg,A white dog is jumping over a rock into the water .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2660008870_b672a4c76a.jpg,A little boy swimming under the water .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3245070961_8977fdd548.jpg,A boy is running across a small playground .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3064383768_f6838f57da.jpg,A man is wakeboarding over a big wave .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2667015110_1670324a33.jpg,A little boy is walking .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2971431335_e192613db4.jpg,A person wearing a white helmet and a parachute is jumping across a high jump .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2938120171_970564e3d8.jpg,A tan dog and a black dog play with a stick on the grassy day .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/925491651_57df3a5b36.jpg,A white dog is running through shallow water .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1317292658_ba29330a0b.jpg,A boy stands in a puddle and observes dark water .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/260520547_944f9f4c91.jpg,People stand next to a person in shorts stand on a big rock in front of a body of water .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2994179598_a45c2732b5.jpg,A person in a blue uniform plays tug of a small body of water .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/463978865_c87c6ca84c.jpg,A man in a red jacket is walking at night .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3432550415_e7b77232de.jpg,A man doing a skateboard trick at a rail in a park .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3234115903_f4dfc8fc75.jpg,"Little kids play indoor soccer , with a ball in the air ."
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2529116152_4331dabf50.jpg,A boy in a black shirt is taking a jump with his skateboard .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2573625591_70291c894a.jpg,"Three dogs , a pitbull and a black Labrador , play in the yard ."
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2921094201_2ed70a7963.jpg,Six people are posing for a picture in a big asian tent .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1404832008_68e432665b.jpg,A man and a woman are jumping to a parachute that is not out to jump from a body of water .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3191135894_2b4bdabb6d.jpg,A white hiker is running on a field with a parachute and a parachute behind .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2089426086_7acc98a3a8.jpg,A little boy is walking a black dog in front of a large blue and white house .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2292406847_f366350600.jpg,a man gets some people in a red and yellow boat .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3359551687_68f2f0212a.jpg,The yellow player is dancing with a ball in his hand .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3385593926_d3e9c21170.jpg,A brown dog is playing with a brown ball in a grassy field .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3741462565_cc35966b7a.jpg,A little boy is eating diving to take a picture .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3523471597_87e0bf3b21.jpg,A man and a woman hugging on a sidewalk .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/308487515_7852928f90.jpg,A bird takes a bird .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2317714088_bcd081f926.jpg,A boy and a girl stand on a dirt path covered in green and green blanket .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/57422853_b5f6366081.jpg,A red haired woman is standing in front of a mountain scene .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1764955991_5e53a28c87.jpg,A dog running through a field .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3364861247_d590fa170d.jpg,A young girl with a pink purse and a purse in a black dress .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/224369028_b1ac40d1fa.jpg,Four children playing in a fountain .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/339350939_6643bfb270.jpg,A pair of dogs are running through the snow .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2073105823_6dacade004.jpg,A skateboarder rides down a railing .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/439037721_cdf1fc7358.jpg,A dog is walking behind two people on the beach or taking the landing .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1329832826_432538d331.jpg,"A brown dog with a red vest , coat and a long sleeve in a red coat coat while walking the bike on the sand ."
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2447284966_d6bbdb4b6e.jpg,A boy holds a small boy 's back while sitting on a red tent .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2436081047_bca044c1d3.jpg,A girl is playing in the air while playing in a grassy playground .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2461616306_3ee7ac1b4b.jpg,A young girl in a swimming pool jumping into the swimming pool .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1554713437_61b64527dd.jpg,Dog carries stick in brown and white woods in mouth .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2991575785_bd4868e215.jpg,A boy in a blue sweatshirt and a blue baseball cap is running and jumping up to catch a cricket ball .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3167365436_c379bda282.jpg,A man in a dark jacket and glasses looks at the camera but smiles .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1425069308_488e5fcf9d.jpg,A white and a white dog with spiky eyes are playing with a toy in a grassy backyard .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2764178773_d63b502812.jpg,A mountain biker jumps in a hill of snow .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3223224391_be50bf4f43.jpg,The blonde dog with the red vest is running in a field .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2647049174_0fb47cee2e.jpg,A boy is jumping from a small playground .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/498444334_a680d318a1.jpg,Three people on a blue couch .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2289068031_fe26990183.jpg,A black and white motorcycle is slightly black and white bike going down the hill of an spectators .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/300577375_26cc2773a1.jpg,Three white dogs are riding on a computer in the parking lot .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1499581619_a5f65a882c.jpg,A fisherman walking in a river at the beach .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3070031806_3d587c2a66.jpg,The dogs are running after a toy .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3128164023_ebe8da4c32.jpg,The white dog is running through shallow water .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3168123064_d1983b8f92.jpg,A man is wakeboarding over a white water slide .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3138399980_d6ab8b2272.jpg,A smiling woman runs while wearing a pink shirt .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3457045393_2bbbb4e941.jpg,A girl touching a picture of a girl with a bandanna .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1107246521_d16a476380.jpg,a dog plays with a bird in its mouth .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3119875880_22f9129a1c.jpg,A man in blue pants is climbing a rock while a group of people sit on the side .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3244470342_c08f6bb17e.jpg,A climber is climbing a cliff in a mountain .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2162564553_96de62c7e6.jpg,A young child is walking is resting on a rock soaking a bucket water in the water .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2288099178_41091aa00c.jpg,A red player in a red and white uniform is posing for a picture in a park .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3538213870_9856a76b2a.jpg,The girl in the bathing suit and a in dress is riding a scooter .
